"locality","specimen","age_bp","age_lo","age_hi","lat","lon","mass_kg","dstl","gisp_temp","genus","species","presto_tas","presto_sd","cell_lat","cell_lon","cell_age","slice","folder","bioclim_mat","bioclim_tmax","bioclim_precip","bioclim_pseas"
"Finley","T698",10280,10223,10337,42,-109.3,933.639425527015,112.3,-31.7,"Bison","antiquus",-0.787391602993011,0.146182732450862,40.78125,251.25,10249.5,11,"11_10",17,34,11,25
"Finley","T699",10280,10223,10337,42,-109.3,1147.72223652794,120.3,-31.7,"Bison","antiquus",-0.787391602993011,0.146182732450862,40.78125,251.25,10249.5,11,"11_10",17,34,11,25
"Finley","T700",10280,10223,10337,42,-109.3,769.706275618688,105.3,-31.7,"Bison","antiquus",-0.787391602993011,0.146182732450862,40.78125,251.25,10249.5,11,"11_10",17,34,11,25
"Finley","T701",10280,10223,10337,42,-109.3,601.665510161731,97,-31.7,"Bison","antiquus",-0.787391602993011,0.146182732450862,40.78125,251.25,10249.5,11,"11_10",17,34,11,25
"Finley","T702",10280,10223,10337,42,-109.3,800.816794025263,106.7,-31.7,"Bison","antiquus",-0.787391602993011,0.146182732450862,40.78125,251.25,10249.5,11,"11_10",17,34,11,25
"Finley","T703",10280,10223,10337,42,-109.3,994.787152136246,114.7,-31.7,"Bison","antiquus",-0.787391602993011,0.146182732450862,40.78125,251.25,10249.5,11,"11_10",17,34,11,25
"Finley","T704",10280,10223,10337,42,-109.3,911.371590343765,111.4,-31.7,"Bison","antiquus",-0.787391602993011,0.146182732450862,40.78125,251.25,10249.5,11,"11_10",17,34,11,25
"Finley","T706",10280,10223,10337,42,-109.3,691.386726881618,101.6,-31.7,"Bison","antiquus",-0.787391602993011,0.146182732450862,40.78125,251.25,10249.5,11,"11_10",17,34,11,25
"Finley","T707",10280,10223,10337,42,-109.3,1053.13354752508,116.9,-31.7,"Bison","antiquus",-0.787391602993011,0.146182732450862,40.78125,251.25,10249.5,11,"11_10",17,34,11,25
"Finley","T709",10280,10223,10337,42,-109.3,958.803572456777,113.3,-31.7,"Bison","antiquus",-0.787391602993011,0.146182732450862,40.78125,251.25,10249.5,11,"11_10",17,34,11,25
"Finley","T713",10280,10223,10337,42,-109.3,849.036967429787,108.8,-31.7,"Bison","antiquus",-0.787391602993011,0.146182732450862,40.78125,251.25,10249.5,11,"11_10",17,34,11,25
"Finley","T715",10280,10223,10337,42,-109.3,953.735017835908,113.1,-31.7,"Bison","antiquus",-0.787391602993011,0.146182732450862,40.78125,251.25,10249.5,11,"11_10",17,34,11,25
"Finley","T721",10280,10223,10337,42,-109.3,938.636592964561,112.5,-31.7,"Bison","antiquus",-0.787391602993011,0.146182732450862,40.78125,251.25,10249.5,11,"11_10",17,34,11,25
"Finley","T722",10280,10223,10337,42,-109.3,933.639425527015,112.3,-31.7,"Bison","antiquus",-0.787391602993011,0.146182732450862,40.78125,251.25,10249.5,11,"11_10",17,34,11,25
"Finley","T724",10280,10223,10337,42,-109.3,943.651559733056,112.7,-31.7,"Bison","antiquus",-0.787391602993011,0.146182732450862,40.78125,251.25,10249.5,11,"11_10",17,34,11,25
"Finley","T728",10280,10223,10337,42,-109.3,1200.01563849217,122.1,-31.7,"Bison","antiquus",-0.787391602993011,0.146182732450862,40.78125,251.25,10249.5,11,"11_10",17,34,11,25
"Finley","T729",10280,10223,10337,42,-109.3,891.877678707426,110.6,-31.7,"Bison","antiquus",-0.787391602993011,0.146182732450862,40.78125,251.25,10249.5,11,"11_10",17,34,11,25
"Finley","T732",10280,10223,10337,42,-109.3,906.47175360325,111.2,-31.7,"Bison","antiquus",-0.787391602993011,0.146182732450862,40.78125,251.25,10249.5,11,"11_10",17,34,11,25
"Finley","T735",10280,10223,10337,42,-109.3,733.025664250776,103.6,-31.7,"Bison","antiquus",-0.787391602993011,0.146182732450862,40.78125,251.25,10249.5,11,"11_10",17,34,11,25
"Finley","T737",10280,10223,10337,42,-109.3,739.412105726715,103.9,-31.7,"Bison","antiquus",-0.787391602993011,0.146182732450862,40.78125,251.25,10249.5,11,"11_10",17,34,11,25
"Finley","T738",10280,10223,10337,42,-109.3,911.371590343765,111.4,-31.7,"Bison","antiquus",-0.787391602993011,0.146182732450862,40.78125,251.25,10249.5,11,"11_10",17,34,11,25
"Finley","T742",10280,10223,10337,42,-109.3,726.676102988561,103.3,-31.7,"Bison","antiquus",-0.787391602993011,0.146182732450862,40.78125,251.25,10249.5,11,"11_10",17,34,11,25
"Finley","T743",10280,10223,10337,42,-109.3,921.224171347187,111.8,-31.7,"Bison","antiquus",-0.787391602993011,0.146182732450862,40.78125,251.25,10249.5,11,"11_10",17,34,11,25
"Finley","T744",10280,10223,10337,42,-109.3,818.96493384728,107.5,-31.7,"Bison","antiquus",-0.787391602993011,0.146182732450862,40.78125,251.25,10249.5,11,"11_10",17,34,11,25
"Olsen-Chubbuck","10500",10590,10535,10645,40.3,-104.3,651.355266867416,99.6,-33.3,"Bison","antiquus",-0.926035523414612,0.145206332883383,40.78125,255,10549.5,11,"11_10",23,36,18,45
"Olsen-Chubbuck","10501",10590,10535,10645,40.3,-104.3,701.644524157232,102.1,-33.3,"Bison","antiquus",-0.926035523414612,0.145206332883383,40.78125,255,10549.5,11,"11_10",23,36,18,45
"Olsen-Chubbuck","10501",10590,10535,10645,40.3,-104.3,697.52931752357,101.9,-33.3,"Bison","antiquus",-0.926035523414612,0.145206332883383,40.78125,255,10549.5,11,"11_10",23,36,18,45
"Olsen-Chubbuck","10501",10590,10535,10645,40.3,-104.3,669.172521741749,100.5,-33.3,"Bison","antiquus",-0.926035523414612,0.145206332883383,40.78125,255,10549.5,11,"11_10",23,36,18,45
"Olsen-Chubbuck","10501",10590,10535,10645,40.3,-104.3,818.96493384728,107.5,-33.3,"Bison","antiquus",-0.926035523414612,0.145206332883383,40.78125,255,10549.5,11,"11_10",23,36,18,45
"Olsen-Chubbuck","10506",10590,10535,10645,40.3,-104.3,938.636592964561,112.5,-33.3,"Bison","antiquus",-0.926035523414612,0.145206332883383,40.78125,255,10549.5,11,"11_10",23,36,18,45
"Olsen-Chubbuck","10513",10590,10535,10645,40.3,-104.3,722.46349841595,103.1,-33.3,"Bison","antiquus",-0.926035523414612,0.145206332883383,40.78125,255,10549.5,11,"11_10",23,36,18,45
"Olsen-Chubbuck","10513",10590,10535,10645,40.3,-104.3,685.280304480154,101.3,-33.3,"Bison","antiquus",-0.926035523414612,0.145206332883383,40.78125,255,10549.5,11,"11_10",23,36,18,45
"Olsen-Chubbuck","10513",10590,10535,10645,40.3,-104.3,679.209943523191,101,-33.3,"Bison","antiquus",-0.926035523414612,0.145206332883383,40.78125,255,10549.5,11,"11_10",23,36,18,45
"Olsen-Chubbuck","10522",10590,10535,10645,40.3,-104.3,863.161139988581,109.4,-33.3,"Bison","antiquus",-0.926035523414612,0.145206332883383,40.78125,255,10549.5,11,"11_10",23,36,18,45
"Olsen-Chubbuck","10526",10590,10535,10645,40.3,-104.3,693.430233128339,101.7,-33.3,"Bison","antiquus",-0.926035523414612,0.145206332883383,40.78125,255,10549.5,11,"11_10",23,36,18,45
"Olsen-Chubbuck","10532",10590,10535,10645,40.3,-104.3,651.355266867416,99.6,-33.3,"Bison","antiquus",-0.926035523414612,0.145206332883383,40.78125,255,10549.5,11,"11_10",23,36,18,45
"Olsen-Chubbuck","10537",10590,10535,10645,41.8,-104,889.460667344685,110.5,-33.3,"Bison","antiquus",-0.926035523414612,0.145206332883383,40.78125,255,10549.5,11,"11_10",23,36,18,45
"Olsen-Chubbuck","10537",10590,10535,10645,41.8,-104,789.611498809216,106.2,-33.3,"Bison","antiquus",-0.926035523414612,0.145206332883383,40.78125,255,10549.5,11,"11_10",23,36,18,45
"Olsen-Chubbuck","10547",10590,10535,10645,41.8,-104,712.003283193389,102.6,-33.3,"Bison","antiquus",-0.926035523414612,0.145206332883383,40.78125,255,10549.5,11,"11_10",23,36,18,45
"Olsen-Chubbuck","10566",10590,10535,10645,41.8,-104,741.549133613644,104,-33.3,"Bison","antiquus",-0.926035523414612,0.145206332883383,40.78125,255,10549.5,11,"11_10",23,36,18,45
"Olsen-Chubbuck","10567",10590,10535,10645,41.8,-104,741.549133613644,104,-33.3,"Bison","antiquus",-0.926035523414612,0.145206332883383,40.78125,255,10549.5,11,"11_10",23,36,18,45
"Olsen-Chubbuck","10567",10590,10535,10645,41.8,-104,791.84414074659,106.3,-33.3,"Bison","antiquus",-0.926035523414612,0.145206332883383,40.78125,255,10549.5,11,"11_10",23,36,18,45
"Olsen-Chubbuck","10567",10590,10535,10645,41.8,-104,825.840536536334,107.8,-33.3,"Bison","antiquus",-0.926035523414612,0.145206332883383,40.78125,255,10549.5,11,"11_10",23,36,18,45
"Olsen-Chubbuck","10574",10590,10535,10645,41.8,-104,669.172521741749,100.5,-33.3,"Bison","antiquus",-0.926035523414612,0.145206332883383,40.78125,255,10549.5,11,"11_10",23,36,18,45
"Olsen-Chubbuck","10574",10590,10535,10645,41.8,-104,842.033031564597,108.5,-33.3,"Bison","antiquus",-0.926035523414612,0.145206332883383,40.78125,255,10549.5,11,"11_10",23,36,18,45
"Olsen-Chubbuck","10591",10590,10535,10645,41.8,-104,722.46349841595,103.1,-33.3,"Bison","antiquus",-0.926035523414612,0.145206332883383,40.78125,255,10549.5,11,"11_10",23,36,18,45
"Olsen-Chubbuck","10593",10590,10535,10645,41.8,-104,709.923430712873,102.5,-33.3,"Bison","antiquus",-0.926035523414612,0.145206332883383,40.78125,255,10549.5,11,"11_10",23,36,18,45
"Olsen-Chubbuck","10598",10590,10535,10645,41.8,-104,675.183017615624,100.8,-33.3,"Bison","antiquus",-0.926035523414612,0.145206332883383,40.78125,255,10549.5,11,"11_10",23,36,18,45
"Olsen-Chubbuck","10600",10590,10535,10645,41.8,-104,687.311766512933,101.4,-33.3,"Bison","antiquus",-0.926035523414612,0.145206332883383,40.78125,255,10549.5,11,"11_10",23,36,18,45
"Olsen-Chubbuck","10625",10590,10535,10645,41.8,-104,1094.19574372128,118.4,-33.3,"Bison","antiquus",-0.926035523414612,0.145206332883383,40.78125,255,10549.5,11,"11_10",23,36,18,45
"Olsen-Chubbuck","10747",10590,10535,10645,41.8,-104,936.135786307124,112.4,-33.3,"Bison","antiquus",-0.926035523414612,0.145206332883383,40.78125,255,10549.5,11,"11_10",23,36,18,45
"Olsen-Chubbuck","10748",10590,10535,10645,41.8,-104,667.176978758824,100.4,-33.3,"Bison","antiquus",-0.926035523414612,0.145206332883383,40.78125,255,10549.5,11,"11_10",23,36,18,45
"Olsen-Chubbuck","10748",10590,10535,10645,41.8,-104,645.487236838449,99.3,-33.3,"Bison","antiquus",-0.926035523414612,0.145206332883383,40.78125,255,10549.5,11,"11_10",23,36,18,45
"Olsen-Chubbuck","10749",10590,10535,10645,33.6,-103.3,612.899640953148,97.6,-33.3,"Bison","antiquus",-0.770683288574219,0.205413989446755,32.34375,255,10549.5,11,"11_10",26,40,18,36
"Olsen-Chubbuck","10749",10590,10535,10645,33.6,-103.3,941.141849454737,112.6,-33.3,"Bison","antiquus",-0.770683288574219,0.205413989446755,32.34375,255,10549.5,11,"11_10",26,40,18,36
"Olsen-Chubbuck","10749",10590,10535,10645,33.6,-103.3,918.754402767515,111.7,-33.3,"Bison","antiquus",-0.770683288574219,0.205413989446755,32.34375,255,10549.5,11,"11_10",26,40,18,36
"Olsen-Chubbuck","10750",10590,10535,10645,42.8,-106.3,716.175166852197,102.8,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck","10750",10590,10535,10645,42.8,-106.3,709.923430712873,102.5,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck","10750",10590,10535,10645,42.8,-106.3,607.265256808427,97.3,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck","10750",10590,10535,10645,42.8,-106.3,581.4277229533,95.9,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck","10750",10590,10535,10645,42.8,-106.3,669.172521741749,100.5,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck","10750",10590,10535,10645,42.8,-106.3,943.651559733056,112.7,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck","10750",10590,10535,10645,42.8,-106.3,953.735017835908,113.1,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck","10751",10590,10535,10645,42.8,-106.3,669.172521741749,100.5,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck","10751",10590,10535,10645,42.8,-106.3,649.395322546386,99.5,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck","10751",10590,10535,10645,42.8,-106.3,552.808856414945,94.3,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck","10751",10590,10535,10645,42.8,-106.3,616.675192842846,97.8,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck","10751",10590,10535,10645,42.8,-106.3,673.175537214742,100.7,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck","10752",10590,10535,10645,42.8,-106.3,785.158812905371,106,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck","10752",10590,10535,10645,42.8,-106.3,926.176978896604,112,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck","10753",10590,10535,10645,42.8,-106.3,709.923430712873,102.5,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck","10753",10590,10535,10645,42.8,-106.3,794.080987281476,106.4,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck","10753",10590,10535,10645,42.8,-106.3,620.466218284248,98,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck","10755",10590,10535,10645,42.8,-106.3,763.146314398446,105,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck","10811",10590,10535,10645,42.8,-106.3,882.23584178243,110.2,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck","10820",10590,10535,10645,42.8,-106.3,726.676102988561,103.3,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck","10820",10590,10535,10645,42.8,-106.3,572.380774608016,95.4,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck","10825",10590,10535,10645,42.8,-106.3,756.623731773196,104.7,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck","10872",10590,10535,10645,42.8,-106.3,643.539087540728,99.2,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck","10876",10590,10535,10645,42.8,-106.3,628.094816395184,98.4,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck","10876",10590,10535,10645,42.8,-106.3,633.85711839832,98.7,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck","10889",10590,10535,10645,42.8,-106.3,651.355266867416,99.6,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck","10903",10590,10535,10645,42.8,-106.3,463.175092422647,88.9,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck","10938",10590,10535,10645,42.8,-106.3,821.252544074029,107.6,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck",NA,10590,10535,10645,42.8,-106.3,724.567759712307,103.2,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck",NA,10590,10535,10645,42.8,-106.3,724.567759712307,103.2,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck",NA,10590,10535,10645,42.8,-106.3,743.690275123724,104.1,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck",NA,10590,10535,10645,42.8,-106.3,747.984914834971,104.3,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck",NA,10590,10535,10645,42.8,-106.3,707.847632524406,102.4,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck",NA,10590,10535,10645,42.8,-106.3,697.52931752357,101.9,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck",NA,10590,10535,10645,42.8,-106.3,714.087193921362,102.7,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck",NA,10590,10535,10645,42.8,-106.3,663.19780252308,100.2,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck",NA,10590,10535,10645,42.8,-106.3,647.4393138552,99.4,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck",NA,10590,10535,10645,42.8,-106.3,649.395322546386,99.5,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck",NA,10590,10535,10645,42.8,-106.3,765.32880968743,105.1,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck",NA,10590,10535,10645,42.8,-106.3,767.515462109042,105.2,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck",NA,10590,10535,10645,42.8,-106.3,754.457825460656,104.6,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck",NA,10590,10535,10645,42.8,-106.3,769.706275618688,105.3,-33.3,"Bison","antiquus",-1.0543760061264,0.154189315499927,43.59375,255,10549.5,11,"11_10",20,35,15,39
"Olsen-Chubbuck",NA,10590,10535,10645,38.7,-102.5,776.303722229906,105.6,-33.3,"Bison","antiquus",-0.786468267440796,0.128646976110862,37.96875,258.75,10549.5,11,"11_10",26,40,21,38
"Olsen-Chubbuck",NA,10590,10535,10645,38.7,-102.5,630.01168633532,98.5,-33.3,"Bison","antiquus",-0.786468267440796,0.128646976110862,37.96875,258.75,10549.5,11,"11_10",26,40,21,38
"Olsen-Chubbuck",NA,10590,10535,10645,38.7,-102.5,620.466218284248,98,-33.3,"Bison","antiquus",-0.786468267440796,0.128646976110862,37.96875,258.75,10549.5,11,"11_10",26,40,21,38
"Olsen-Chubbuck",NA,10590,10535,10645,38.7,-102.5,616.675192842846,97.8,-33.3,"Bison","antiquus",-0.786468267440796,0.128646976110862,37.96875,258.75,10549.5,11,"11_10",26,40,21,38
"Olsen-Chubbuck",NA,10590,10535,10645,38.7,-102.5,647.4393138552,99.4,-33.3,"Bison","antiquus",-0.786468267440796,0.128646976110862,37.96875,258.75,10549.5,11,"11_10",26,40,21,38
"Olsen-Chubbuck",NA,10590,10535,10645,38.7,-102.5,643.539087540728,99.2,-33.3,"Bison","antiquus",-0.786468267440796,0.128646976110862,37.96875,258.75,10549.5,11,"11_10",26,40,21,38
"Olsen-Chubbuck",NA,10590,10535,10645,38.7,-102.5,558.101671398774,94.6,-33.3,"Bison","antiquus",-0.786468267440796,0.128646976110862,37.96875,258.75,10549.5,11,"11_10",26,40,21,38
"Olsen-Chubbuck",NA,10590,10535,10645,38.7,-102.5,538.858510803722,93.5,-33.3,"Bison","antiquus",-0.786468267440796,0.128646976110862,37.96875,258.75,10549.5,11,"11_10",26,40,21,38
"Olsen-Chubbuck",NA,10590,10535,10645,38.7,-102.5,585.073027249934,96.1,-33.3,"Bison","antiquus",-0.786468267440796,0.128646976110862,37.96875,258.75,10549.5,11,"11_10",26,40,21,38
"Olsen-Chubbuck",NA,10590,10535,10645,38.7,-102.5,685.280304480154,101.3,-33.3,"Bison","antiquus",-0.786468267440796,0.128646976110862,37.96875,258.75,10549.5,11,"11_10",26,40,21,38
"Olsen-Chubbuck",NA,10590,10535,10645,38.7,-102.5,683.252849274542,101.2,-33.3,"Bison","antiquus",-0.786468267440796,0.128646976110862,37.96875,258.75,10549.5,11,"11_10",26,40,21,38
"Olsen-Chubbuck",NA,10590,10535,10645,38.7,-102.5,1002.61323909793,115,-33.3,"Bison","antiquus",-0.786468267440796,0.128646976110862,37.96875,258.75,10549.5,11,"11_10",26,40,21,38
"Olsen-Chubbuck",NA,10590,10535,10645,38.7,-102.5,814.402465625555,107.3,-33.3,"Bison","antiquus",-0.786468267440796,0.128646976110862,37.96875,258.75,10549.5,11,"11_10",26,40,21,38
"Olsen-Chubbuck",NA,10590,10535,10645,38.7,-102.5,851.380214409673,108.9,-33.3,"Bison","antiquus",-0.786468267440796,0.128646976110862,37.96875,258.75,10549.5,11,"11_10",26,40,21,38
"Olsen-Chubbuck",NA,10590,10535,10645,38.7,-102.5,851.380214409673,108.9,-33.3,"Bison","antiquus",-0.786468267440796,0.128646976110862,37.96875,258.75,10549.5,11,"11_10",26,40,21,38
"Olsen-Chubbuck",NA,10590,10535,10645,38.7,-102.5,830.445584713094,108,-33.3,"Bison","antiquus",-0.786468267440796,0.128646976110862,37.96875,258.75,10549.5,11,"11_10",26,40,21,38
"Olsen-Chubbuck",NA,10590,10535,10645,38.7,-102.5,832.754514582912,108.1,-33.3,"Bison","antiquus",-0.786468267440796,0.128646976110862,37.96875,258.75,10549.5,11,"11_10",26,40,21,38
"Hudson Meng","120-62",10615,10560,10670,42.8,-103.6,966.440025346537,113.6,-33.4,"Bison","antiquus",-1.16708672046661,0.155918682760302,43.59375,255,10649.5,11,"11_10",22,36,19,41
"Hudson Meng","138-86",10615,10560,10670,42.8,-103.6,645.487236838449,99.3,-33.4,"Bison","antiquus",-1.16708672046661,0.155918682760302,43.59375,255,10649.5,11,"11_10",22,36,19,41
"Hudson Meng","151-27",10615,10560,10670,42.8,-103.6,537.131401508527,93.4,-33.4,"Bison","antiquus",-1.16708672046661,0.155918682760302,43.59375,255,10649.5,11,"11_10",22,36,19,41
"Hudson Meng","157-16",10615,10560,10670,42.8,-103.6,1202.96649529952,122.2,-33.4,"Bison","antiquus",-1.16708672046661,0.155918682760302,43.59375,255,10649.5,11,"11_10",22,36,19,41
"Hudson Meng","157-62",10615,10560,10670,42.8,-103.6,1299.96758563841,125.4,-33.4,"Bison","antiquus",-1.16708672046661,0.155918682760302,43.59375,255,10649.5,11,"11_10",22,36,19,41
"Hudson Meng","157-78",10615,10560,10670,42.8,-103.6,931.147506668831,112.2,-33.4,"Bison","antiquus",-1.16708672046661,0.155918682760302,43.59375,255,10649.5,11,"11_10",22,36,19,41
"Hudson Meng","174-52",10615,10560,10670,42.8,-103.6,628.094816395184,98.4,-33.4,"Bison","antiquus",-1.16708672046661,0.155918682760302,43.59375,255,10649.5,11,"11_10",22,36,19,41
"Hudson Meng","194-17A",10615,10560,10670,42.8,-103.6,707.847632524406,102.4,-33.4,"Bison","antiquus",-1.16708672046661,0.155918682760302,43.59375,255,10649.5,11,"11_10",22,36,19,41
"Hudson Meng","194-20A",10615,10560,10670,42.8,-103.6,722.46349841595,103.1,-33.4,"Bison","antiquus",-1.16708672046661,0.155918682760302,43.59375,255,10649.5,11,"11_10",22,36,19,41
"Hudson Meng","198-21C",10615,10560,10670,42.8,-103.6,466.308171528663,89.1,-33.4,"Bison","antiquus",-1.16708672046661,0.155918682760302,43.59375,255,10649.5,11,"11_10",22,36,19,41
"Hudson Meng","209-29",10615,10560,10670,42.8,-103.6,812.127599719764,107.2,-33.4,"Bison","antiquus",-1.16708672046661,0.155918682760302,43.59375,255,10649.5,11,"11_10",22,36,19,41
"Hudson Meng","211-31E",10615,10560,10670,42.8,-103.6,765.32880968743,105.1,-33.4,"Bison","antiquus",-1.16708672046661,0.155918682760302,43.59375,255,10649.5,11,"11_10",22,36,19,41
"Hudson Meng","223-23D",10615,10560,10670,42.8,-103.6,633.85711839832,98.7,-33.4,"Bison","antiquus",-1.16708672046661,0.155918682760302,43.59375,255,10649.5,11,"11_10",22,36,19,41
"Hudson Meng","224-38",10615,10560,10670,42.8,-103.6,603.528250358749,97.1,-33.4,"Bison","antiquus",-1.16708672046661,0.155918682760302,43.59375,255,10649.5,11,"11_10",22,36,19,41
"Hudson Meng","239-4",10615,10560,10670,42.8,-103.6,594.252877266298,96.6,-33.4,"Bison","antiquus",-1.16708672046661,0.155918682760302,43.59375,255,10649.5,11,"11_10",22,36,19,41
"Hudson Meng","34-13",10615,10560,10670,42.8,-103.6,618.568769391881,97.9,-33.4,"Bison","antiquus",-1.16708672046661,0.155918682760302,43.59375,255,10649.5,11,"11_10",22,36,19,41
"Hudson Meng","348-62",10615,10560,10670,42.8,-103.6,765.32880968743,105.1,-33.4,"Bison","antiquus",-1.16708672046661,0.155918682760302,43.59375,255,10649.5,11,"11_10",22,36,19,41
"Hudson Meng","35-23",10615,10560,10670,42.8,-103.6,568.788437164877,95.2,-33.4,"Bison","antiquus",-1.16708672046661,0.155918682760302,43.59375,255,10649.5,11,"11_10",22,36,19,41
"Hudson Meng","35-38",10615,10560,10670,42.8,-103.6,579.61076263548,95.8,-33.4,"Bison","antiquus",-1.16708672046661,0.155918682760302,43.59375,255,10649.5,11,"11_10",22,36,19,41
"Hudson Meng","363-31",10615,10560,10670,42.8,-103.6,884.639752837594,110.3,-33.4,"Bison","antiquus",-1.16708672046661,0.155918682760302,43.59375,255,10649.5,11,"11_10",22,36,19,41
"Hudson Meng","364-32",10615,10560,10670,42.8,-103.6,549.298969428165,94.1,-33.4,"Bison","antiquus",-1.16708672046661,0.155918682760302,43.59375,255,10649.5,11,"11_10",22,36,19,41
